id,Title,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time,IMDb Series ID,Title Type
60735,The Flash,9,184,en,10642,7.797,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.",False,/gNPWlhUXhyWiHv9qxr57tvT0WwS.jpg,2014-10-07,2023-05-24,http://www.cwtv.com/shows/the-flash/,False,The Flash,319.767,/lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg,Scripted,Ended,The fastest man alive.,"Drama, Sci-Fi & Fantasy","Greg Berlanti, Geoff Johns, Andrew Kreisberg",en,The CW,US,English,"Warner Bros. Television, Berlanti Productions, DC Entertainment",United States of America,44,tt3107288,TV Series
1418,The Big Bang Theory,12,279,en,10322,7.879,Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,False,/7RySzFeK3LPVMXcPtqfZnl6u4p1.jpg,2007-09-24,2019-05-16,http://www.cbs.com/shows/big_bang_theory/,False,The Big Bang Theory,344.121,/ooBGRQBdbGzBxAVfExiO8r7kloA.jpg,Scripted,Ended,Smart is the new sexy.,Comedy,"Chuck Lorre, Bill Prady",en,CBS,US,English,"Chuck Lorre Productions, Warner Bros. Television",United States of America,22,tt0898266,TV Series
84958,Loki,2,12,en,10136,8.2,"After stealing the Tesseract during the events of â€œAvengers: Endgame,â€� an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a â€œtime variantâ€� or help fix the timeline and stop a greater threat.",False,/bZGAX8oMDm3Mo5i0ZPKh9G2OcaO.jpg,2021-06-09,2021-07-14,https://www.disneyplus.com/series/wp/6pARMvILBGzF,True,Loki,276.759,/voHUmluYmKyleFkTu3lOXQG702u.jpg,Scripted,Returning Series,Loki's time has come.,"Drama, Sci-Fi & Fantasy",Michael Waldron,en,Disney+,US,English,Marvel Studios,United States of America,52,tt9140554,TV Series
1416,Grey's Anatomy,19,419,en,9512,8.253,Follows the personal and professional lives of a group of doctors at Seattleâ€™s Grey Sloan Memorial Hospital.,False,/ds1n5P0Y92cTh6UpbcA89hxM96a.jpg,2005-03-27,2023-05-18,https://abc.com/shows/greys-anatomy,True,Grey's Anatomy,1647.218,/daSFbrt8QCXV2hSwB0hqYjbj681.jpg,Scripted,Returning Series,Begin again.,Drama,Shonda Rhimes,en,ABC,US,English,"The Mark Gordon Company, ShondaLand, ABC Studios, Touchstone Television",United States of America,43,tt0413573,TV Series
82856,The Mandalorian,3,24,en,9353,8.5,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",False,/9zcbqSxdsRMZWHYtyCd1nXPr2xq.jpg,2019-11-12,2023-04-19,https://www.disneyplus.com/series/the-mandalorian/3jLIGMDYINqD,True,The Mandalorian,154.48,/eU1i6eHXlzMOlEq0ku1Rzq7Y4wA.jpg,Scripted,Returning Series,Bounty hunting is a complicated profession.,"Sci-Fi & Fantasy, Action & Adventure, Drama",Jon Favreau,en,Disney+,US,English,"Lucasfilm Ltd., Golem Creations, Fairview Entertainment",United States of America,0,tt8111088,TV Series
456,The Simpsons,35,762,en,9136,7.999,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.",False,/pxeqQX4qFQ0cVxPt5SWZENV5BH3.jpg,1989-12-17,2023-10-01,https://www.fox.com/the-simpsons/,True,The Simpsons,439.488,/vHqeLzYl3dEAutojCO26g0LIkom.jpg,Scripted,Returning Series,Putting the Fun back in Dysfunctional!,"Family, Animation, Comedy",Matt Groening,en,FOX,US,English,"Gracie Films, 20th Century Fox Television, 20th Television Animation, 20th Television",United States of America,22,tt0096697,TV Series
85552,Euphoria,2,16,en,9008,8.353,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",False,/oKt4J3TFjWirVwBqoHyIvv5IImd.jpg,2019-06-16,2022-02-27,https://www.hbo.com/euphoria,True,Euphoria,197.456,/3Q0hd3heuWwDWpwcDkhQOA6TYWI.jpg,Scripted,Returning Series,Remember this feeling.,"Drama, Crime",Sam Levinson,en,HBO,US,English,"A24, The Reasonable Bunch, Little Lamb Productions, DreamCrew, Tiny Goat, HBO, ADD Content Agency, HOT, Tedy Productions","Israel, United States of America",60,tt8772296,TV Series
75006,The Umbrella Academy,4,32,en,8891,8.604,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",False,/7sqFEDDmK1hG5m92upolcfQxy7R.jpg,2019-02-15,2022-06-22,https://www.netflix.com/title/80186863,True,The Umbrella Academy,51.859,/qhcwrnnCnN8NE1N6XXKHFmveJR9.jpg,Scripted,Returning Series,Too many siblings. Not enough timeline.,"Action & Adventure, Sci-Fi & Fantasy, Drama",Steve Blackman,en,Netflix,US,English,"Dark Horse Entertainment, UCP","Canada, United States of America",0,tt1312171,TV Series
60574,Peaky Blinders,6,36,en,8836,8.546,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",False,/wiE9doxiLwq3WCGamDIOb2PqBqc.jpg,2013-09-12,2022-04-03,https://www.bbc.co.uk/programmes/b045fz8r,False,Peaky Blinders,344.477,/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,Scripted,Ended,London's for the taking,"Drama, Crime",Steven Knight,en,"BBC One, BBC Two",GB,English,"Tiger Aspect, BBC Studios, Caryn Mandabach Productions, Screen Yorkshire",United Kingdom,58,tt2442560,TV Series
76669,Elite,7,49,es,8817,8.071,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",False,/tl0mg7lOnS6tP8ngH0QwgMLQdpV.jpg,2018-10-05,2022-11-18,https://www.netflix.com/title/80200942,True,Ã‰lite,100.711,/3NTAbAiao4JLzFQw6YxP1YZppM8.jpg,Scripted,Returning Series,,"Crime, Mystery, Drama","Carlos Montero, DarÃ­o Madrona",es,Netflix,ES,EspaÃ±ol,Zeta Studios,Spain,50,tt7134908,TV Series
76479,The Boys,4,32,en,8721,8.474,A group of vigilantes known informally as â€œThe Boysâ€� set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,False,/thLAoL6VeZGmCyDpCOeoxLvA8yS.jpg,2019-07-25,2022-07-07,https://www.amazon.com/dp/B0875L45GK,True,The Boys,256.856,/7Ns6tO3aYjppI5bFhyYZurOYGBT.jpg,Scripted,Returning Series,Never meet your heroes.,"Sci-Fi & Fantasy, Action & Adventure",Eric Kripke,en,Prime Video,US,English,"Amazon Studios, Original Film, Sony Pictures Television Studios, Kripke Enterprises, Point Grey Pictures, Kickstart, NightSky Productions",United States of America,60,tt1190634,TV Series
60625,Rick and Morty,7,71,en,8595,8.7,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",False,/9In9QgVJx7PlFOAgVHCKKSbo605.jpg,2013-12-02,2022-12-11,http://www.adultswim.com/videos/rick-and-morty,True,Rick and Morty,429.047,/cvhNj9eoRBe5SxjCbQTkh05UP5K.jpg,Scripted,Returning Series,"Science makes sense, family doesn't.","Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure","Dan Harmon, Justin Roiland",en,Adult Swim,US,English,"Williams Street, Harmonious Claptrap, Justin Roiland's Solo Vanity Card Productions, Starburns Industries, Green Portal Productions",United States of America,22,tt2861424,TV Series
18165,The Vampire Diaries,8,171,en,8356,8.337,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",False,/k7T9xRyzP41wBVNyNeLmh8Ch7gD.jpg,2009-09-10,2017-03-10,http://www.cwtv.com/shows/the-vampire-diaries,False,The Vampire Diaries,633.313,/aBkVgChtyyJaHyZh1gfd8DbzQon.jpg,Scripted,Ended,You remember your first kiss forever... and ever.,"Drama, Sci-Fi & Fantasy","Kevin Williamson, Julie Plec",en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, Outerbanks Entertainment, Bonanza Productions, CBS Studios",United States of America,43,tt1405406,TV Series
88396,The Falcon and the Winter Soldier,1,6,en,8008,7.693,"Following the events of â€œAvengers: Endgameâ€�, the Falcon, Sam Wilson and the Winter Soldier, Bucky Barnes team up in a global adventure that tests their abilities, and their patience.",False,/aTjbqMONy77fHJrIYu14g1F0d5h.jpg,2021-03-19,2021-04-23,https://www.disneyplus.com/series/the-falcon-and-the-winter-soldier/4gglDBMx8icA,False,The Falcon and the Winter Soldier,35.521,/6kbAMLteGO8yyewYau6bJ683sw7.jpg,Miniseries,Ended,Honor the shield.,"Action & Adventure, Drama",Malcolm Spellman,en,Disney+,US,English,Marvel Studios,United States of America,50,tt9208876,TV Mini Series
31910,Naruto ShippÅ«den,20,500,ja,7712,8.6,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",False,/z0YhJvomqedHF85bplUJEotkN5l.jpg,2007-02-15,2017-03-23,http://www.tv-tokyo.co.jp/anime/naruto/,False,ãƒŠãƒ«ãƒˆ ç–¾é¢¨ä¼�,128.823,/kV27j3Nz4d5z8u6mN3EJw9RiLg2.jpg,Scripted,Ended,,"Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,TV Tokyo,JP,æ—¥æœ¬èª�,"TV Tokyo, Pierrot, Sound Box",Japan,25,tt0988824,TV Series
48866,The 100,7,100,en,7666,7.916,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet â€” but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",False,/hTExot1sfn7dHZjGrk0Aiwpntxt.jpg,2014-03-19,2020-09-30,http://www.cwtv.com/shows/the-100/,False,The 100,127.224,/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg,Scripted,Ended,Survival isn't who you are. It's who you become.,"Sci-Fi & Fantasy, Drama, Action & Adventure",Jason Rothenberg,en,The CW,US,English,"Warner Bros. Television, Alloy Entertainment, Bonanza Productions, CBS Studios",United States of America,43,tt2661044,TV Series
119051,Wednesday,2,8,en,7506,8.548,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago â€” all while navigating her new relationships.",False,/iHSwvRVsRyxpX7FE7GbviaDvgGZ.jpg,2022-11-23,2022-11-23,https://www.netflix.com/title/81231974,True,Wednesday,164.275,/9PFonBhy4cQy7Jz20NpMygczOkv.jpg,Scripted,Returning Series,"Smart, sarcastic and a little dead inside.","Sci-Fi & Fantasy, Mystery, Comedy","Miles Millar, Alfred Gough",en,Netflix,US,English,"MGM Television, Millar Gough Ink, Toluca Pictures",United States of America,0,tt13443470,TV Series
1668,Friends,10,228,en,7192,8.444,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.",False,/l0qVZIpXtIo7km9u5Yqh0nKPOr5.jpg,1994-09-22,2004-05-06,https://www.netflix.com/title/70153404,False,Friends,214.333,/f496cm9enuEsZkSPzCwnTESEK5s.jpg,Scripted,Ended,I'll be there for you,Comedy,"Marta Kauffman, David Crane",en,NBC,US,English,"Warner Bros. Television, Bright/Kauffman/Crane Productions",United States of America,25,tt0108778,TV Series
81356,Sex Education,4,32,en,6647,8.304,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,False,/5SEEBS5qXgL5rgivTiAROy1Qt2q.jpg,2019-01-11,2023-09-21,https://www.netflix.com/title/80197526,False,Sex Education,1008.977,/zn6VNUOHGWKvSGRL6KiMtAe9ELy.jpg,Scripted,Ended,Growth is a group project.,"Comedy, Drama",Laurie Nunn,en,Netflix,GB,English,Eleven,United Kingdom,0,tt7767422,TV Series
44217,Vikings,6,89,en,6385,8.086,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",False,/lHe8iwM4Cdm6RSEiara4PN8ZcBd.jpg,2013-03-03,2020-12-30,http://www.history.com/shows/vikings,False,Vikings,294.196,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,Scripted,Ended,,"Action & Adventure, Drama, War & Politics",Michael Hirst,en,"Prime Video, History",CA,English,"Shaw Media, World 2000 Entertainment, Take 5 Productions","Canada, Ireland",44,tt2306299,TV Series
70523,Dark,3,26,de,6049,8.432,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,False,/75HgaphatW0PDI3XIHQWZUpbhn6.jpg,2017-12-01,2020-06-27,https://www.netflix.com/title/80100172,False,Dark,86.861,/apbrbWs8M9lyOpJYU5WXrpFbk1Z.jpg,Scripted,Ended,Everything is connected,"Drama, Sci-Fi & Fantasy, Mystery","Baran bo Odar, Jantje Friese",de,Netflix,DE,Deutsch,Wiedemann & Berg Television,Germany,53,tt5753856,TV Series
1408,House,8,177,en,5799,8.595,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princetonâ€“Plainsboro Teaching Hospital in New Jersey.",False,/r0Q6eeN9L1ORL9QsV0Sg8ZV3vnv.jpg,2004-11-16,2012-05-21,https://www.nbc.com/house,False,House,239.575,/3Cz7ySOQJmqiuTdrc6CY0r65yDI.jpg,Scripted,Ended,Genius has side effects.,"Drama, Mystery",David Shore,en,FOX,US,English,"Universal Television, Bad Hat Harry Productions, Heel & Toe Films, Shore Z Productions",United States of America,44,tt0412142,TV Series
77169,Cobra Kai,6,50,en,5734,8.22,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",False,/zymbuoBoL1i94xAOzVJF6IuWLfD.jpg,2018-05-02,2022-09-09,https://www.netflix.com/title/81002370,True,Cobra Kai,118.256,/m7tG5E1EbywuwTsl6hq990So0Bx.jpg,Scripted,Returning Series,Cobra Kai never dies.,"Action & Adventure, Drama, Comedy","Jon Hurwitz, Hayden Schlossberg, Josh Heald",en,"Netflix, YouTube Premium",US,English,"Hurwitz & Schlossberg Productions, Sony Pictures Television Studios, Overbrook Entertainment",United States of America,30,tt7221388,TV Series
85937,Demon Slayer: Kimetsu no Yaiba,5,55,ja,5618,8.7,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a â€œdemon slayerâ€� so that he can turn his sister back into a human, and kill the demon that massacred his family.",False,/nTvM4mhqNlHIvUkI1gVnW6XP7GG.jpg,2019-04-06,2023-06-18,https://kimetsu.com/anime,True,é¬¼æ»…ã�®åˆƒ,82.89,/xUfRZu2mi8jH6SzQEJGP6tjBuYj.jpg,Scripted,Returning Series,,"Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,"Fuji TV, Gunma TV, Tokyo MX, BS11, Tokai Television Broadcasting, Kansai TV, Tochigi TV, Fukui TV, Hokkaido Cultural Broadcasting, Iwate Menkoi Television, Television Oita System, Sendai Television, SAGA TV, Ishikawa TV, Television Nishinippon, OHK, Kochi Sun Sun Broadcasting, Television Shin Hiroshima System, TV Shizuoka, UMK TV Miyazaki, NST, NBS, Sakuranbo TV, TSK, Ehime Broadcasting, KTS, Fukushima TV, NIB, AKT, Toyama Television, TV Kumamoto, Okinawa Television Broadcasting",JP,æ—¥æœ¬èª�,"ufotable, Aniplex, Shueisha",Japan,24,tt31497548,TV Series
1412,Arrow,8,170,en,5569,6.793,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",False,/vNnLAKmoczRlNarxyGrrw0KSOeX.jpg,2012-10-10,2020-01-28,http://www.cwtv.com/shows/arrow,False,Arrow,174.419,/gKG5QGz5Ngf8fgWpBsWtlg5L2SF.jpg,Scripted,Ended,Heroes fall. Legends rise.,"Crime, Drama, Mystery, Action & Adventure","Greg Berlanti, Marc Guggenheim, Andrew Kreisberg",en,The CW,US,English,"Berlanti Productions, DC Entertainment, Warner Bros. Television",United States of America,42,tt2193021,TV Series
1429,Attack on Titan,4,87,ja,5492,8.657,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",False,/rqbCbjB19amtOtFQbb3K2lgm2zv.jpg,2013-04-07,2022-04-04,https://shingeki.tv/,True,é€²æ’ƒã�®å·¨äºº,55.416,/8C5gYahMFmzHKGNID8QrG5t25WU.jpg,Scripted,Returning Series,,"Sci-Fi & Fantasy, Animation, Action & Adventure",,ja,"MBS, NHK G, Tokyo MX",JP,æ—¥æœ¬èª�,"Production I.G, MAPPA, WIT STUDIO, Pony Canyon, Techno Sound, Kodansha, dentsu, MBS, Pony Canyon Enterprise",Japan,0,tt2560140,TV Series
87108,Chernobyl,1,5,en,5376,8.649,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,False,/20eIP9o5ebArmu2HxJutaBjhLf4.jpg,2019-05-06,2019-06-03,https://www.hbo.com/chernobyl,False,Chernobyl,67.445,/hlLXt2tOPT6RRnjiUmoxyG1LTFi.jpg,Miniseries,Ended,What is the cost of lies?,Drama,Craig Mazin,en,HBO,US,English,"SISTER, The Mighty Mint, Word Games","United Kingdom, United States of America",0,tt7366338,TV Mini Series
1413,American Horror Story,12,130,en,5198,8.145,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",False,/a4doyPOabvQor0RGkWdhVENAR3G.jpg,2011-10-05,2023-09-27,https://www.fxnetworks.com/shows/american-horror-story,True,American Horror Story,254.735,/5LLG9bjq0i7V5N4UfRhnab8zHK4.jpg,Scripted,Returning Series,What to suspect when you're expecting.,"Drama, Mystery, Sci-Fi & Fantasy","Ryan Murphy, Brad Falchuk",en,FX,US,English,"Ryan Murphy Productions, Brad Falchuk Teley-vision, 20th Television, 20th Century Fox Television, Anthony Hemingway Productions",United States of America,0,tt1844624,TV Series
